Source_genome,Source_chromosome,Chunk_size,Chunk_id,NZ_CP038663.1|1Deinococcus_radiodurans,NZ_CP038664.1|1Deinococcus_radiodurans,NZ_CP038665.1|1Deinococcus_radiodurans,NZ_CP038666.1|1Deinococcus_radiodurans,U00096.3|Escherichia_coli_ASM584v2,CP035288.1|GCA_006094375.1_ASM609437v1_genomic,CP035289.1|GCA_006094375.1_ASM609437v1_genomic,CP035290.1|GCA_006094375.1_ASM609437v1_genomic,NZ_CP055055.1|GCF_022354085.1_ASM2235408v1_genomic,NZ_CP055056.1|GCF_022354085.1_ASM2235408v1_genomic
Escherichia_coli_ASM584v2,U00096.3,5000,32,-8228.497158656919,-19370.121701625994,-53588.91816552202,,-1124.5145803481325,-8417.242553458742,,,-651.4838956136913,-23127.401495160968
Escherichia_coli_ASM584v2,U00096.3,5000,33,-4925.5380364111725,-61825.83894928347,-28869.704728006545,,-555.2020731178279,-16556.52758419495,,,-814.523832690542,-12568.661156353593
Escherichia_coli_ASM584v2,U00096.3,5000,34,-9404.20354884167,-35926.62759767932,-35537.51867115718,,-1340.5280877727605,-4357.0558216839445,,,-661.0150568239809,-18558.367516070382
Escherichia_coli_ASM584v2,U00096.3,5000,35,-14017.4696699882,-40273.21605011765,-51073.118505985636,,-1140.6269684865317,-14915.342527489107,,,-789.7786981935133,-17723.325214549128
Escherichia_coli_ASM584v2,U00096.3,5000,36,-inf,-91191.60627741342,-35506.81148054073,,-881.5404375085211,-16177.607659720592,,,-608.8045870461124,-10315.639785248426
Escherichia_coli_ASM584v2,U00096.3,5000,37,-7609.741298902948,-39079.38612588988,-32622.98523436096,,-1495.2860508993977,-11266.53880943121,,,-695.5890034258504,-12623.300887892941
Escherichia_coli_ASM584v2,U00096.3,5000,38,-inf,-84003.44770009848,-73288.27306975993,,-669.8191164135042,-13065.618262839294,,,-1086.286153126472,-18484.230105843013
Escherichia_coli_ASM584v2,U00096.3,5000,39,-9508.71281432017,-43130.407569532115,-25016.121821497083,,-775.6835163248863,-15916.813994783926,,,-470.73527712456223,-13946.88279574728
Escherichia_coli_ASM584v2,U00096.3,5000,40,-5743.169469422179,-36737.55491763083,-21594.688421741397,,-850.4955024845615,-13928.01343546408,,,-1094.6765765421878,-23358.95434082667
Escherichia_coli_ASM584v2,U00096.3,5000,41,-6311.346493289143,-36157.4527072927,-32349.726080934714,,-522.1781855398356,-21882.623608691323,,,-1047.3176514984755,-20217.27778293307
Escherichia_coli_ASM584v2,U00096.3,5000,42,-22631.50915260014,-37426.63414292786,-30211.324810693408,,-1025.812213071597,-4684.4226779502915,,,-1148.050772493184,-11960.111828589714
Escherichia_coli_ASM584v2,U00096.3,5000,43,-7200.131661412882,-20444.935071076936,-34653.957252155364,,-1269.5038166046063,-14710.219771505732,,,-1353.8650405311773,-30867.25072121931
Escherichia_coli_ASM584v2,U00096.3,5000,44,-11084.413922353666,-45179.74582519914,-32710.014762415158,,-1204.8850831551263,-9950.875737134915,,,-893.2529258904008,-11127.243797368288
Escherichia_coli_ASM584v2,U00096.3,5000,45,-10930.183584652175,-31876.88154150699,-45440.06336323259,,-967.4945057971252,-11096.008299181549,,,-695.4260995888982,-9736.357061654424
Escherichia_coli_ASM584v2,U00096.3,5000,46,-15807.245284061384,-55844.51852223048,-48095.19941424578,,-1220.2120131091679,-3580.3657043722574,,,-1000.5160768931156,-9407.081425487633
Escherichia_coli_ASM584v2,U00096.3,5000,47,-12785.11953884731,-35775.97089357358,-33173.83316787304,,-1030.206691536394,-15155.857511907676,,,-874.7730160336811,-17621.11763848027
Escherichia_coli_ASM584v2,U00096.3,5000,48,-6027.4939166657205,-35552.23217401864,-31938.890965183196,,-933.8989706974689,-6844.020336524528,,,-1213.255018964647,-14862.708722080606
Escherichia_coli_ASM584v2,U00096.3,5000,49,-9069.725664851649,-45362.314609766756,-30061.77698153438,,-1020.22003809544,-7356.514698329911,,,-993.0761338107039,-15538.797288786256
Escherichia_coli_ASM584v2,U00096.3,5000,50,-10177.432294317092,-36979.98211773384,-40121.310490454256,,-835.8597047379496,-16253.608093450604,,,-767.8447704817551,-16798.36217533631
Escherichia_coli_ASM584v2,U00096.3,5000,51,-12454.339651549522,-45722.62278235071,-31541.03933297996,,-645.3025875240663,-5650.679765554555,,,-1110.5580716861991,-5779.942913828363
Escherichia_coli_ASM584v2,U00096.3,5000,52,-12005.145361635197,-38622.174892164636,-36248.94371170947,,-1158.2860002524528,-12806.590243731349,,,-531.1763875628235,-13988.328538637214
Escherichia_coli_ASM584v2,U00096.3,5000,53,-3495.568317043992,-15622.94543780616,-29578.28021036528,,-714.5848588453555,-4349.24093055369,,,-940.009953414007,-29392.124843553273
Escherichia_coli_ASM584v2,U00096.3,5000,54,-4078.1138840505614,-14260.164852300624,-10308.383630164864,,-1701.8203225039954,-13627.110480740375,,,-1961.8575098955498,-33202.234446977905
Escherichia_coli_ASM584v2,U00096.3,5000,55,-9403.238267476198,-49331.476536693874,-64992.81693134805,,-642.57559593826,-3995.77394141455,,,-684.3850658547234,-15971.772459002954
Escherichia_coli_ASM584v2,U00096.3,5000,56,-10487.02369731813,-37812.38535521796,-38436.02034818793,,-735.2506598022023,-9805.116119871755,,,-823.9296109933684,-20893.545126241257
Escherichia_coli_ASM584v2,U00096.3,5000,57,-8440.484784273045,-19487.307051011798,-29168.443380578417,,-1175.1489126662088,-15238.796466828839,,,-968.4387924091586,-10765.303662597358
Escherichia_coli_ASM584v2,U00096.3,5000,58,-16212.349211423018,-62380.04508975109,-84308.83952449694,,-1320.2516984950225,-9917.833648845623,,,-1504.1959269259692,-11529.513319935937
Escherichia_coli_ASM584v2,U00096.3,5000,59,-10699.45936805986,-40398.569737200276,-47376.03625558774,,-1440.3426146950358,-11689.320358091534,,,-474.5147950909721,-11395.563704887825
Escherichia_coli_ASM584v2,U00096.3,5000,60,-7467.252202794419,-53779.778790642966,-18300.934294735773,,-939.5705551504027,-11803.359220574468,,,-941.1526974453544,-11997.152800810692
Escherichia_coli_ASM584v2,U00096.3,5000,61,-8972.90029530583,-26994.15099638696,-32371.5873833463,,-896.3649294304494,-12919.136421138805,,,-1045.0616227357036,-8091.630213721344
Escherichia_coli_ASM584v2,U00096.3,5000,62,-8885.754302882367,-24293.208993909688,-25161.08777388851,,-1132.788151514636,-11458.661233473695,,,-822.0300543580673,-17834.55565952529
Escherichia_coli_ASM584v2,U00096.3,5000,63,-22991.984471493815,-62736.70332081415,-54632.74438563876,,-1404.5321594831132,-4362.6553372724675,,,-1033.1011902679593,-8866.463497411429
Escherichia_coli_ASM584v2,U00096.3,5000,64,-15043.91324454566,-52706.31111170359,-43497.1131678231,,-745.7599554692486,-10472.859125908339,,,-1113.5544397211959,-10689.298474429632
Escherichia_coli_ASM584v2,U00096.3,5000,65,-inf,-41440.62348783766,-21937.836208565004,,-938.129144947766,-7445.996261658968,,,-1165.4019630485568,-14686.907542457599
Escherichia_coli_ASM584v2,U00096.3,5000,66,-9772.853085812694,-35993.77520197398,-27065.18396822266,,-1542.6678640476478,-10095.785738592811,,,-951.4279621150703,-11450.592717707645
Escherichia_coli_ASM584v2,U00096.3,5000,67,-10742.340897106216,-20352.044972324507,-40216.45150447175,,-765.3487181721414,-8811.070098710554,,,-989.0228504474917,-14911.577921055934
Escherichia_coli_ASM584v2,U00096.3,5000,68,-7215.384124119226,-36225.33527960591,-31270.771092963976,,-859.8370209216214,-9335.966845057701,,,-612.2857045448234,-11188.760073019728
Escherichia_coli_ASM584v2,U00096.3,5000,69,-10083.393236215266,-40000.39167444286,-29536.33649844061,,-881.9394669189453,-13125.512822378241,,,-702.9233495418712,-28048.823315499096
Escherichia_coli_ASM584v2,U00096.3,5000,70,-8999.987372503947,-33589.79106512951,-19154.81273297524,,-1414.08614102531,-15420.484677543313,,,-669.3165609136456,-14381.296569427253
Escherichia_coli_ASM584v2,U00096.3,5000,71,-8723.123878431172,-36084.40224375281,-22338.69876022507,,-956.6943583447619,-14970.842233157387,,,-763.8282023075553,-24286.84971348089
Escherichia_coli_ASM584v2,U00096.3,5000,72,-10518.130197941759,-22528.590270738754,-22287.623127329698,,-700.7098487228375,-4566.263066986498,,,-1095.4712855056264,-16658.06952808148
Escherichia_coli_ASM584v2,U00096.3,5000,73,-inf,-16667.03739450527,-26506.380703816892,,-700.0324556834563,-6779.204722641242,,,-1131.6638828500681,-20541.18660080626
Escherichia_coli_ASM584v2,U00096.3,5000,74,-24863.9747039866,-60964.59032408252,-67805.5028031293,,-852.1398490012743,-5280.184343461411,,,-956.7873899054565,-25736.284514827286
Escherichia_coli_ASM584v2,U00096.3,5000,75,-6488.499848021652,-20764.188406516645,-13724.14032869542,,-734.8122854182977,-10576.999037274045,,,-895.2071075637846,-21573.619404787594
Escherichia_coli_ASM584v2,U00096.3,5000,76,-29762.36881008633,-33441.36378707869,-88510.92314073685,,-2227.1337619890137,-2725.528501824089,,,-1122.7411468663686,-9809.823262570491
Escherichia_coli_ASM584v2,U00096.3,5000,77,-8172.883764779047,-38492.88513968267,-39704.50345121477,,-1744.5775630221008,-5903.806285759488,,,-1103.0409735443877,-11084.367003884696
Escherichia_coli_ASM584v2,U00096.3,5000,78,-6633.266874042815,-15681.874453054446,-31484.060452205762,,-749.8267462882341,-6808.380331776702,,,-759.4806869483252,-13719.856495777005
Escherichia_coli_ASM584v2,U00096.3,5000,79,-4372.478108844579,-18599.60074091353,-22208.21547539849,,-1361.3932112115397,-8641.412330125071,,,-724.0047447898088,-15306.763269103465
Escherichia_coli_ASM584v2,U00096.3,5000,80,-13981.104687879011,-27940.803057990142,-29147.650141194226,,-660.5777589110699,-7905.312617041783,,,-979.2014565202155,-10099.148520343237
Escherichia_coli_ASM584v2,U00096.3,5000,81,-6531.0855210286845,-41980.193126440085,-25233.480624886684,,-593.1566123757149,-8872.442000742929,,,-782.0593816073462,-12703.766379233633
Escherichia_coli_ASM584v2,U00096.3,5000,82,-10732.881397358724,-35721.421462594786,-29374.94831532153,,-1082.2781307530438,-9148.403297384391,,,-1153.5911131482974,-13692.13408407696
Escherichia_coli_ASM584v2,U00096.3,5000,83,-4202.546733629737,-9724.936175253748,-16235.025730572153,,-895.562091513237,-31095.28240733927,,,-738.8479180043133,-20750.01417533557
Escherichia_coli_ASM584v2,U00096.3,5000,84,-11874.494113098564,-71711.09056338186,-43600.40545870527,,-958.0236481298521,-4846.632604692659,,,-937.4371512374353,-8302.321891317108
Escherichia_coli_ASM584v2,U00096.3,5000,85,-7580.321839518592,-21581.25931370537,-42347.27031648182,,-1209.1887568404195,-18543.596521559437,,,-1113.6820543738163,-21927.781744800242
Escherichia_coli_ASM584v2,U00096.3,5000,86,-11409.150453717506,-22872.31753941054,-44179.161705666564,,-999.5655891697193,-8021.430023632968,,,-749.0522628884427,-9090.470871394982
Escherichia_coli_ASM584v2,U00096.3,5000,87,-13395.975097888753,-45139.16631873627,-42655.29305545273,,-793.4433203840372,-10860.889719950568,,,-666.7324218717388,-11170.684155115763
Escherichia_coli_ASM584v2,U00096.3,5000,88,-9465.474540666084,-32953.3496983729,-23432.589144204736,,-664.3781711088427,-10127.41720066657,,,-774.1342201052385,-7865.542778366897
Escherichia_coli_ASM584v2,U00096.3,5000,89,-4657.816629205531,-19999.769100309586,-29567.999197847355,,-542.0001600141816,-5542.071262839234,,,-1261.646326926918,-19593.917200499793
Escherichia_coli_ASM584v2,U00096.3,5000,90,-11753.292249642825,-20532.203746071256,-28457.253293562473,,-789.218641978397,-6689.8904994014865,,,-881.8439784566345,-13234.365812513934
Escherichia_coli_ASM584v2,U00096.3,5000,91,-inf,-26815.894913891847,-29723.16223213692,,-1259.550955649011,-14670.46670660596,,,-1156.8482059063176,-17035.218358616956
Escherichia_coli_ASM584v2,U00096.3,5000,92,-11965.25225031203,-52255.640329805625,-46696.29879085927,,-978.4122221306309,-14899.03391796964,,,-706.5818294685886,-7875.446205189871
Escherichia_coli_ASM584v2,U00096.3,5000,93,-8716.053030576171,-42331.99172516869,-24931.428955287935,,-631.3349446928798,-12183.36650696994,,,-903.6561733143325,-13857.358391174066
Escherichia_coli_ASM584v2,U00096.3,5000,94,-12517.130913434936,-31259.98820845103,-38986.4685551567,,-1229.6008606094858,-7609.41501249148,,,-865.6695472995651,-10067.854906443503
Escherichia_coli_ASM584v2,U00096.3,5000,95,-9329.386546022564,-45715.268370643586,-26054.106156910766,,-1010.4685458847441,-14249.898304421544,,,-503.5524136380235,-20568.885925107854
Escherichia_coli_ASM584v2,U00096.3,5000,96,-10599.588184546465,-40799.0164114186,-46880.29962214522,,-739.8943720558639,-8302.495789795765,,,-703.8244215512573,-12786.967651668892
Escherichia_coli_ASM584v2,U00096.3,5000,97,-6661.755855796968,-30398.880472613477,-36476.23621220216,,-1016.9972526090592,-8714.713486258652,,,-488.2624365147574,-13066.282298916736
Escherichia_coli_ASM584v2,U00096.3,5000,98,-9074.30382229776,-20919.015674821345,-28444.43632943273,,-759.5868980301993,-7081.978278804842,,,-471.3489040725403,-11889.605844742833
Escherichia_coli_ASM584v2,U00096.3,5000,99,-inf,-21828.390399299988,-47013.57763305806,,-1912.1826933939196,-12133.626810015141,,,-939.1869731437972,-43355.1427096807
Escherichia_coli_ASM584v2,U00096.3,10000,0,-10634.010271582702,-60389.055730407104,,,-1175.4661017714204,-29542.624890912026,,,-1282.348818964244,
Escherichia_coli_ASM584v2,U00096.3,10000,1,-10620.19553581064,-34026.42408474436,,,-2463.7580402828953,-8887.227941959129,,,-1087.250723198861,
Escherichia_coli_ASM584v2,U00096.3,10000,2,-7585.905321978665,-67347.32901503716,,,-1021.6040446728465,-25263.412854231745,,,-1414.1044635981075,
Escherichia_coli_ASM584v2,U00096.3,10000,3,-6015.292334000744,-43611.70077872593,,,-912.1511003637412,-15220.148943302618,,,-863.5835141271551,
Escherichia_coli_ASM584v2,U00096.3,10000,4,-11833.434838958558,-89828.35860832065,,,-883.5624460424333,-23704.202461495606,,,-877.7496951548917,
Escherichia_coli_ASM584v2,U00096.3,10000,5,-15650.004912331851,-119751.57121129449,,,-980.414024817013,-29110.10100343078,,,-887.5613810389497,
Escherichia_coli_ASM584v2,U00096.3,10000,6,-6086.794520051104,-51565.261679108444,,,-1074.4740363865926,-16286.95620421342,,,-2029.9558104384694,
Escherichia_coli_ASM584v2,U00096.3,10000,7,-6382.736161446187,-50053.584214204915,,,-1565.104969493895,-23910.812611999674,,,-1593.9638876559982,
Escherichia_coli_ASM584v2,U00096.3,10000,8,-19865.771937344696,-74837.63532289198,,,-1453.2524878369254,-12509.501699441185,,,-1962.0741962749896,
Escherichia_coli_ASM584v2,U00096.3,10000,9,-7206.01214321139,-38589.7064709647,,,-1247.1360725878278,-26059.421053940037,,,-814.4618328975495,
Escherichia_coli_ASM584v2,U00096.3,10000,10,-5314.596098020593,-28427.998543894853,,,-808.9585219211156,-22370.796968547453,,,-1020.6467909674598,
Escherichia_coli_ASM584v2,U00096.3,10000,11,-9244.183718400018,-61977.01049174596,,,-1658.052414555617,-22240.973263080654,,,-957.7031089246207,
Escherichia_coli_ASM584v2,U00096.3,10000,12,-21348.9067878214,-101495.92821056794,,,-3065.411991341256,-28378.219200095926,,,-1640.3623838051801,
Escherichia_coli_ASM584v2,U00096.3,10000,13,-8351.388514934288,-87179.09590899809,,,-1446.6866020011444,-16379.489304463666,,,-1781.6604902386891,
Escherichia_coli_ASM584v2,U00096.3,10000,14,-9859.221586981856,-77558.5130088385,,,-1204.278957239832,-inf,,,-1028.6671919737412,
Escherichia_coli_ASM584v2,U00096.3,10000,15,-4645.050829393487,-37065.5503573421,,,-1508.5854892929176,-28391.69207013465,,,-1362.252473325922,
Escherichia_coli_ASM584v2,U00096.3,10000,16,-8182.978770813791,-44495.59798953342,,,-817.7751861400242,-28266.70444731855,,,-1592.3484356244817,
Escherichia_coli_ASM584v2,U00096.3,10000,17,-6407.766968347737,-51220.405274127,,,-1032.4654530424318,-21937.922098529838,,,-1552.3299705861052,
Escherichia_coli_ASM584v2,U00096.3,10000,18,-6755.555396951952,-39290.1806849993,,,-1010.7636601159236,-16262.133399872222,,,-508.76518000178635,
Escherichia_coli_ASM584v2,U00096.3,10000,19,-5177.689811792191,-40597.72359036689,,,-1397.4443729051197,-27971.129652918116,,,-1216.0318311727096,
Escherichia_coli_ASM584v2,U00096.3,10000,20,-13683.442859410281,-96178.6130401122,,,-935.4302418389915,-19497.39113712827,,,-1070.4963961968513,
Escherichia_coli_ASM584v2,U00096.3,10000,21,-7426.71404215767,-46504.3933583541,,,-668.8580504068484,-20559.924858318773,,,-759.0628768631019,
Escherichia_coli_ASM584v2,U00096.3,10000,22,-21365.161679938854,-141154.1891907106,,,-901.486379676672,-9305.0783896731,,,-889.4198644701648,
Escherichia_coli_ASM584v2,U00096.3,10000,23,-8392.079633144614,-61925.68075391394,,,-1714.799901147486,-30748.727402781005,,,-3318.323708208994,
Escherichia_coli_ASM584v2,U00096.3,10000,24,-8903.514363563492,-65209.991202727455,,,-800.9895389154303,-17060.791927005343,,,-1239.5438935467303,
Escherichia_coli_ASM584v2,U00096.3,10000,25,-12071.6000013215,-137516.0921750924,,,-623.8772198028234,-21455.979155849313,,,-1052.734897987191,
Escherichia_coli_ASM584v2,U00096.3,10000,26,-10125.972123882251,-76197.43888988084,,,-524.0834482475386,-31767.942822978177,,,-5485.944829486155,
Escherichia_coli_ASM584v2,U00096.3,10000,27,-13719.730362902812,-98849.95361186776,,,-1312.4647047890207,-15160.926562582215,,,-1038.752591545923,
Escherichia_coli_ASM584v2,U00096.3,10000,28,-10075.253845019291,-87917.28114833348,,,-661.7010723275774,-25787.733562664172,,,-2372.1055666846564,
Escherichia_coli_ASM584v2,U00096.3,10000,29,-9037.553569941874,-41812.2755904229,,,-618.7399911729875,-19949.98146348829,,,-1574.9433864155196,
Escherichia_coli_ASM584v2,U00096.3,10000,30,-8193.427516009022,-81891.92314125865,,,-741.330185118079,-17302.466954926687,,,-1436.0145845694208,
Escherichia_coli_ASM584v2,U00096.3,10000,31,-10588.271412144102,-103216.79871727963,,,-1124.8542054415157,-20281.666937272585,,,-1198.4032023175985,
Escherichia_coli_ASM584v2,U00096.3,10000,32,-10009.626644351461,-69800.29692171482,,,-734.1237250128767,-inf,,,-1004.1129845053866,
Escherichia_coli_ASM584v2,U00096.3,10000,33,-10302.386927845952,-60492.69801050147,,,-767.3556684648672,-16876.882790071017,,,-2494.951345698146,
Escherichia_coli_ASM584v2,U00096.3,10000,34,-12653.458833605435,-74607.19004598715,,,-823.8757757317912,-15038.783884016804,,,-1328.006750676249,
Escherichia_coli_ASM584v2,U00096.3,10000,35,-11067.7030382779,-55539.92095245629,,,-1248.2510631432008,-15876.000631537554,,,-1417.246645418296,
Escherichia_coli_ASM584v2,U00096.3,10000,36,-10737.798079812883,-83676.20293783226,,,-726.0547961066612,-13991.778771168672,,,-1000.4326831454597,
Escherichia_coli_ASM584v2,U00096.3,10000,37,-6989.368050462089,-58644.953547575235,,,-1144.9777492278747,-22881.796578608923,,,-856.6233636497712,
Escherichia_coli_ASM584v2,U00096.3,10000,38,-12139.301638692228,-62703.405585546425,,,-2420.623502729616,-12867.859205523026,,,-1517.6898266057199,
Escherichia_coli_ASM584v2,U00096.3,10000,39,-12358.680789002132,-59417.90690690229,,,-633.3360392991065,-19940.077943576518,,,-944.3823727137379,
Escherichia_coli_ASM584v2,U00096.3,10000,40,-6910.051401905042,-44152.50416258297,,,-2377.46047038898,-16675.826826005705,,,-1090.151412150796,
Escherichia_coli_ASM584v2,U00096.3,10000,41,-12435.901039917111,-106347.77903520897,,,-839.2955623732308,-17116.450084655517,,,-1448.248530806299,
Escherichia_coli_ASM584v2,U00096.3,10000,42,-6231.116440786394,-53082.19085832296,,,-766.4005467159948,-28312.761655519203,,,-1626.1667529636618,
Escherichia_coli_ASM584v2,U00096.3,10000,43,-9901.185023307298,-38180.83496369626,,,-777.1546354826755,-15869.023920381398,,,-927.2795111999395,
Escherichia_coli_ASM584v2,U00096.3,10000,44,-8286.095735390718,-59858.252727250336,,,-687.4081190344825,-31017.02911126685,,,-1330.7871039987406,
Escherichia_coli_ASM584v2,U00096.3,10000,45,-9805.843229543289,-64310.04516798827,,,-1805.0764872840484,-inf,,,-1902.1511387135424,
Escherichia_coli_ASM584v2,U00096.3,10000,46,-5709.422764118949,-38989.80507033412,,,-746.3600281552706,-inf,,,-1148.6506676075871,
Escherichia_coli_ASM584v2,U00096.3,10000,47,-9251.666825301432,-54938.43029287899,,,-1176.712075601246,-19982.015422798762,,,-1390.7149817971897,
Escherichia_coli_ASM584v2,U00096.3,10000,48,-8867.984547123171,-53332.40330742571,,,-1088.145038552064,-23409.97827701673,,,-1180.0309234868553,
Escherichia_coli_ASM584v2,U00096.3,10000,49,-12096.263315463264,-61113.34980741259,,,-809.4472363118501,-14135.664501838895,,,-1322.6549093723668,
Escherichia_coli_ASM584v2,U00096.3,10000,50,-10723.419319914206,-79560.79564180043,,,-969.2478003621424,-22239.305553293038,,,-1441.903132563131,
Escherichia_coli_ASM584v2,U00096.3,10000,51,-8528.04333179535,-66110.24989898756,,,-696.2227894820606,-12296.898853318715,,,-1609.0535364469793,
Escherichia_coli_ASM584v2,U00096.3,10000,52,-8717.902062564624,-70936.53644794188,,,-850.1729079330369,-17128.68460267236,,,-1317.895744662933,
Escherichia_coli_ASM584v2,U00096.3,10000,53,-7055.692740938495,-77111.16179240742,,,-884.8934756910694,-27961.715531653303,,,-1279.6139455167895,
Escherichia_coli_ASM584v2,U00096.3,10000,54,-10543.57046142338,-93418.19688912481,,,-736.3599220303923,-17891.902095293695,,,-828.6865151875651,
Escherichia_coli_ASM584v2,U00096.3,10000,55,-9417.8903700758,-62648.08389561309,,,-741.4286947317835,-18351.363234559605,,,-965.853985512483,
Escherichia_coli_ASM584v2,U00096.3,10000,56,-20032.60188601866,-48561.412305011676,,,-945.6075488763174,-11743.846475487637,,,-1282.8822877689884,
Escherichia_coli_ASM584v2,U00096.3,10000,57,-6101.699402180502,-46285.25142121742,,,-886.322249248414,-23028.09232171396,,,-1744.0017375315706,
Escherichia_coli_ASM584v2,U00096.3,10000,58,-8523.989203935278,-46265.140281146974,,,-1107.699633531322,-25897.336000502528,,,-863.30979125224,
Escherichia_coli_ASM584v2,U00096.3,10000,59,-7229.603028161191,-47617.81500031977,,,-985.7439956988885,-20008.116509793672,,,-1410.8037597906286,
Escherichia_coli_ASM584v2,U00096.3,10000,60,-7940.3717871909075,-32727.386037820266,,,-678.5242218910879,-29506.4824887937,,,-752.348137218122,
Escherichia_coli_ASM584v2,U00096.3,10000,61,-13144.318233763528,-131735.48310578824,,,-931.3020363627237,-15626.84340080267,,,-1531.5855048193102,
Escherichia_coli_ASM584v2,U00096.3,10000,62,-10358.820008928295,-47474.09898738958,,,-1412.2266191446815,-inf,,,-973.8122493178099,
Escherichia_coli_ASM584v2,U00096.3,10000,63,-7185.207528165453,-51779.16684939696,,,-944.7227246608174,-27576.009833860782,,,-1315.7538732478667,
Escherichia_coli_ASM584v2,U00096.3,10000,64,-4384.744275632199,-29179.402837119535,,,-1037.640198140131,-31296.437959313884,,,-2369.3609005186163,
Escherichia_coli_ASM584v2,U00096.3,10000,65,-5658.976595861322,-71246.39879059052,,,-1651.7266475956474,-21810.847626904764,,,-990.8353600333352,
Escherichia_coli_ASM584v2,U00096.3,10000,66,-7501.079995612493,-52705.0273964642,,,-1729.4140857498155,-inf,,,-719.4381342853864,
Escherichia_coli_ASM584v2,U00096.3,10000,67,-6213.622939192815,-44252.09288083092,,,-1327.5366591264765,-27786.255891769448,,,-1424.223683354597,
Escherichia_coli_ASM584v2,U00096.3,10000,68,-10156.207825236144,-58585.18970312853,,,-974.7485908457504,-21997.523570783138,,,-3972.043998881337,
Escherichia_coli_ASM584v2,U00096.3,10000,69,-33956.348158718756,-101765.60184364792,,,-991.3956245123526,-6103.990424854916,,,-1294.750760536938,
Escherichia_coli_ASM584v2,U00096.3,10000,70,-19702.82993793867,-75482.13573581612,,,-2213.0884439288056,-32065.996498071523,,,-1855.9126957336132,
Escherichia_coli_ASM584v2,U00096.3,10000,71,-9437.558988374274,-63808.40758827051,,,-787.1211129985562,-23813.257312917132,,,-3468.2345805993273,
Escherichia_coli_ASM584v2,U00096.3,10000,72,-8114.1757791621985,-58305.58247288358,,,-991.0832540704303,-18740.617405097633,,,-2327.9717339214776,
Escherichia_coli_ASM584v2,U00096.3,10000,73,-13628.390290128591,-130513.0741768575,,,-998.5338591594717,-10291.275056648457,,,-774.5912842394714,
Escherichia_coli_ASM584v2,U00096.3,10000,74,-7768.315795197986,-50609.78357898068,,,-661.8124509240781,-19779.120026303754,,,-1508.4094984793805,
Escherichia_coli_ASM584v2,U00096.3,10000,75,-10467.346706848693,-98419.80117452763,,,-860.3164695570824,-6367.075454578898,,,-1655.3914755170613,
Escherichia_coli_ASM584v2,U00096.3,10000,76,-9205.294063782154,-57125.223106427686,,,-813.5923830703699,-18857.13060424172,,,-1263.5178971677333,
Escherichia_coli_ASM584v2,U00096.3,10000,77,-11613.991796935672,-57754.21773489167,,,-984.3492306541942,-21633.14668731163,,,-1524.3556713117139,
Escherichia_coli_ASM584v2,U00096.3,10000,78,-5396.975917513204,-36348.89189193085,,,-596.3913088287374,-31278.919448922934,,,-967.8010677244141,
Escherichia_coli_ASM584v2,U00096.3,10000,79,-5746.63515644629,-42127.20784809426,,,-491.8466678682761,-24706.487885234743,,,-716.285614971017,
Escherichia_coli_ASM584v2,U00096.3,10000,80,-7415.871157836222,-28817.864727676664,,,-1189.1399017000886,-30739.049033295625,,,-1263.1123703700894,
Escherichia_coli_ASM584v2,U00096.3,10000,81,-10705.606447833748,-56986.42930649382,,,-1356.0966025853722,-18060.126571473636,,,-2985.004361890882,
Escherichia_coli_ASM584v2,U00096.3,10000,82,-4175.5942996936965,-38244.95387017224,,,-1258.342680509298,-29191.28119118241,,,-1341.7494329031472,
Escherichia_coli_ASM584v2,U00096.3,10000,83,-9207.188803465755,-79221.23789294354,,,-918.8248139393772,-16565.464285970105,,,-1412.178823006353,
Escherichia_coli_ASM584v2,U00096.3,10000,84,-10112.558188483401,-96836.84217257738,,,-1180.014398971619,-16695.736136796528,,,-820.2054913025027,
Escherichia_coli_ASM584v2,U00096.3,10000,85,-7562.888785747441,-73048.8829301416,,,-946.2717517568501,-23905.927210066697,,,-1082.9948284132704,
Escherichia_coli_ASM584v2,U00096.3,10000,86,-22905.32995315721,-182246.5687711424,,,-1012.7070683128837,-13555.400427370903,,,-2407.9278743397217,
Escherichia_coli_ASM584v2,U00096.3,10000,87,-17940.105059656187,-138871.36539135966,,,-1102.3366280965242,-9621.327061842214,,,-1279.78409027611,
Escherichia_coli_ASM584v2,U00096.3,10000,88,-8771.002888724865,-62276.94004855457,,,-834.4669029239441,-18928.97809498828,,,-1935.5625838581268,
Escherichia_coli_ASM584v2,U00096.3,10000,89,-9804.401080401289,-48422.65008115331,,,-777.3757940047261,-23863.19984388078,,,-4214.572507480412,
Escherichia_coli_ASM584v2,U00096.3,10000,90,-11932.661616293235,-80398.10066339462,,,-958.0005130253386,-13726.30711203174,,,-1924.0399102040737,
Escherichia_coli_ASM584v2,U00096.3,10000,91,-9394.213305898333,-80716.30048970436,,,-630.9008033221962,-13954.34966960768,,,-1392.363906622602,
Escherichia_coli_ASM584v2,U00096.3,10000,92,-14413.94468166639,-118764.99534234284,,,-615.2769307238764,-32024.38076151771,,,-887.3371954879391,
Escherichia_coli_ASM584v2,U00096.3,10000,93,-7798.501325188689,-53140.09929145269,,,-1709.5043411203724,-23096.280854950503,,,-1306.6006883423659,
Escherichia_coli_ASM584v2,U00096.3,10000,94,-15742.658760270377,-144177.41845642735,,,-820.6742965747544,-16261.837582616703,,,-1336.700406291281,
